kind	record_id	direction	direction_before_audit	status	previous_status	web_search_status	confidence	review_required	zircon_index	zircon_name	mir2ei_name	alias_chain	external_sources	search_queries
npc	zircon:215	both	both	production-applied	production-applied	family-search-no-result	medium	False	215	06Inn_Samak		06Inn_Samak > ZH候选=沙漠仓库管家(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:216	both	both	both-resolved	both-resolved	family-search-no-result	high	False	216	08Accessory_Samak		08Accessory_Samak > ZH候选=雪儿(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:217	both	both	production-applied	production-applied	family-search-no-result	medium	False	217	09ChangeMoney_Samak		09ChangeMoney_Samak > ZH候选=啊俊(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:218	both	both	partial	partial	family-search-no-result	medium	True	218	07Grocery_Ant		07Grocery_Ant > ZH候选=啊全(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:219	both	both	partial	partial	family-search-no-result	medium	True	219	13Move_Ant		13Move_Ant > ZH候选=六面神石(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:220	both	both	both-resolved	both-resolved	family-search-no-result	high	False	220	02Weapon_Mongchon		02Weapon_Mongchon > ZH候选=英龙(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:221	both	both	production-applied	production-applied	family-search-no-result	medium	False	221	03Armor_Mongchon		03Armor_Mongchon > ZH候选=晓薇(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:222	both	both	both-resolved	both-resolved	family-search-no-result	high	False	222	04Potion_Mongchon		04Potion_Mongchon > ZH候选=凌峰(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:223	both	both	production-applied	production-applied	family-search-no-result	medium	False	223	06Inn_Mongchon		06Inn_Mongchon > ZH候选=丘叔(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:224	both	both	both-resolved	both-resolved	family-search-no-result	high	False	224	07Grocery_Mongchon		07Grocery_Mongchon > ZH候选=龙叔(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:225	both	both	both-resolved	both-resolved	family-search-no-result	high	False	225	08Accessory_Mongchon		08Accessory_Mongchon > ZH候选=善颖(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:226	both	both	production-applied	production-applied	family-search-no-result	medium	False	226	10Material_Mongchon		10Material_Mongchon > ZH候选=啊贵(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:227	both	both	production-applied	production-applied	family-search-no-result	medium	False	227	13Move_Mongchon1		13Move_Mongchon1 > ZH候选=六面神石(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:228	both	both	both-resolved	both-resolved	family-search-no-result	high	False	228	13Move_Mongchon2		13Move_Mongchon2 > ZH候选=六面神石(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:229	both	both	production-applied	production-applied	family-search-no-result	medium	False	229	15Magic_Mongchon1		15Magic_Mongchon1 > ZH候选=武术教头(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:230	both	both	production-applied	production-applied	family-search-no-result	medium	False	230	15Magic_Mongchon2		15Magic_Mongchon2 > ZH候选=雷翁断珠(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:231	both	both	both-resolved	both-resolved	family-search-no-result	high	False	231	15Magic_Mongchon3		15Magic_Mongchon3 > ZH候选=盟重道长(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:232	both	both	production-applied	production-applied	family-search-no-result	medium	False	232	15Magic_Mongchon4		15Magic_Mongchon4 > ZH候选=泼皮路白(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:233	both	both	production-applied	production-applied	family-search-no-result	medium	False	233	13Move_SukGak		13Move_SukGak > ZH候选=六面神石(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:234	both	both	partial	partial	family-search-no-result	medium	True	234	04Potion_RedZone		04Potion_RedZone > ZH候选=次庸(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:235	both	both	partial	partial	family-search-no-result	medium	True	235	09Lucky_RedZone		09Lucky_RedZone > ZH候选=小望(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:236	both	both	partial	partial	family-search-no-result	medium	True	236	13Move_RedZone		13Move_RedZone > ZH候选=六面神石(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:237	both	both	production-applied	production-applied	family-search-no-result	medium	False	237	07Grocery_SkeletonCave		07Grocery_SkeletonCave > ZH候选=奸商欧阳(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:238	both	both	both-resolved	both-resolved	family-search-no-result	high	False	238	14Quest_SkeletonCave		14Quest_SkeletonCave > ZH候选=云发(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:239	both	both	production-applied	production-applied	family-search-no-result	medium	False	239	14Quest_SkeletonCave		14Quest_SkeletonCave > ZH候选=云发(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:240	both	both	both-resolved	both-resolved	family-search-no-result	high	False	240	14Quest_SkeletonCave		14Quest_SkeletonCave > ZH候选=云发(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:241	both	both	production-applied	production-applied	family-search-no-result	medium	False	241	14Quest_SkeletonCave		14Quest_SkeletonCave > ZH候选=云发(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:242	both	both	production-applied	production-applied	family-search-no-result	medium	False	242	09NotBlocker_ZombieCave		09NotBlocker_ZombieCave > ZH候选=矿山老人(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:243	both	both	both-resolved	both-resolved	family-search-no-result	high	False	243	14Quest_ZombieCave		14Quest_ZombieCave > ZH候选=署箭(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:244	both	both	both-resolved	both-resolved	family-search-no-result	high	False	244	14Quest_ZombieCave		14Quest_ZombieCave > ZH候选=署箭(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:245	both	both	both-resolved	both-resolved	family-search-no-result	high	False	245	14Quest_WoomaPalace		14Quest_WoomaPalace > ZH候选=牛老道(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:246	both	both	both-resolved	both-resolved	family-search-no-result	high	False	246	14Quest_WoomaPalace		14Quest_WoomaPalace > ZH候选=牛老道(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:247	both	both	both-resolved	both-resolved	family-search-no-result	high	False	247	14Quest_WoomaPalace		14Quest_WoomaPalace > ZH候选=牛老道(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:248	both	both	both-resolved	both-resolved	family-search-no-result	high	False	248	04Potion_Zuma		04Potion_Zuma > ZH候选=魂滴(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:249	both	both	both-resolved	both-resolved	family-search-no-result	high	False	249	02Weapon_HalfTemple		02Weapon_HalfTemple > ZH候选=司马云天(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:250	both	both	production-applied	production-applied	family-search-no-result	medium	False	250	09WideUse_HalfTemple		09WideUse_HalfTemple > ZH候选=司马武林(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:251	both	both	production-applied	production-applied	family-search-no-result	medium	False	251	09Repair_HalfTemple		09Repair_HalfTemple > ZH候选=司马化林(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:252	both	both	production-applied	production-applied	family-search-no-result	medium	False	252	13Move_HalfTemple1		13Move_HalfTemple1 > ZH候选=六面神石(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:253	both	both	both-resolved	both-resolved	family-search-no-result	high	False	253	13Move_HalfTemple2		13Move_HalfTemple2 > ZH候选=六面神石(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:254	both	both	partial	partial	family-search-no-result	medium	True	254	13Move_HalfTemple		13Move_HalfTemple > ZH候选=六面神石(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:255	both	both	both-resolved	both-resolved	family-search-no-result	high	False	255	04Potion_SinGiSun		04Potion_SinGiSun > ZH候选=花仙(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:260	both	both	production-applied	production-applied	family-search-no-result	medium	False	260	14Quest_SinGiSun		14Quest_SinGiSun > ZH候选=霸王幽灵(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:261	both	both	both-resolved	both-resolved	family-search-no-result	high	False	261	14Quest_SinGiSun		14Quest_SinGiSun > ZH候选=霸王幽灵(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:262	both	both	both-resolved	both-resolved	family-search-no-result	high	False	262	01Meet_NuMa		01Meet_NuMa > ZH候选=瓦慈(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:263	both	both	production-applied	production-applied	family-search-no-result	medium	False	263	02Weapon_Numa		02Weapon_Numa > ZH候选=图木勒(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:264	both	both	both-resolved	both-resolved	family-search-no-result	high	False	264	03Armor_Numa		03Armor_Numa > ZH候选=儒帕(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:265	both	both	production-applied	production-applied	family-search-no-result	medium	False	265	04Potion_Numa		04Potion_Numa > ZH候选=啊莫(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
npc	zircon:266	both	both	production-applied	production-applied	family-search-no-result	medium	False	266	06Inn_Numa		06Inn_Numa > ZH候选=啊勒(local-candidate:db_names) > 		site:lomcn.net Mir3 Zircon monster list;传奇3 Zircon 汉化 怪物名称 对照 MonsterInfo 中文;传奇3 冰宫 冰原 怪物 名称 列表;传奇3 地图 比奇 盟重 潘夜 英文名 Bichon Numa map name;传奇3 怪物 名称 中英文对照 Zuma Oma Claw Cat 英文名;传奇3 怪物 英文名对照表 Wooma WhiteBoar RedMoonEvil 沃玛 白野猪 赤月恶魔
