current_npc_index	current_npc_name	old_map	old_xy	original_identity	original_map	original_xy	hero_kill_map	hero_kill_xy	match_method	map_relation	confidence	walkable	overlap_with	apply_status	auto_placement_rule	auto_placement_basis	auto_placement_candidates	target_reason	topology_anchors	identity_source	warnings	non_position_fields_untouched	historical_audit
142	01Meet_Kugkyung	01	"{""x"": 425, ""y"": 274}"	01Meet_Kugkyung	01	"{""x"": 425, ""y"": 274}"	01	"{""x"": 424, ""y"": 274}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 424, ""y"": 274, ""score"": 0.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}, {""x"": 425, ""y"": 273, ""score"": 0.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}, {""x"": 425, ""y"": 275, ""score"": 0.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 425, ""y"": 274}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""142"", ""name"": ""01Meet_Kugkyung"", ""method"": ""A-精确(已在位)"", ""old"": ""01(425,274)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
143	02Weapon_Kugkyung	01	"{""x"": 459, ""y"": 279}"	02Weapon_Kugkyung	01	"{""x"": 459, ""y"": 279}"	01	"{""x"": 425, ""y"": 273}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 425, ""y"": 273, ""score"": 0.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}, {""x"": 425, ""y"": 275, ""score"": 0.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}, {""x"": 425, ""y"": 276, ""score"": 0.7, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 2}]"	walkable topology candidate; manual review required	"[{""x"": 425, ""y"": 274}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""143"", ""name"": ""02Weapon_Kugkyung"", ""method"": ""A-精确(已在位)"", ""old"": ""01(459,279)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
144	03Armor_Kugkyung	01	"{""x"": 442, ""y"": 296}"	03Armor_Kugkyung	01	"{""x"": 442, ""y"": 296}"	01	"{""x"": 425, ""y"": 275}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 425, ""y"": 275, ""score"": 0.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}, {""x"": 425, ""y"": 276, ""score"": 0.7, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 2}, {""x"": 425, ""y"": 277, ""score"": 1.05, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 3}]"	walkable topology candidate; manual review required	"[{""x"": 425, ""y"": 274}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""144"", ""name"": ""03Armor_Kugkyung"", ""method"": ""A-精确(已在位)"", ""old"": ""01(442,296)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
145	04Potion_Kugkyung	01	"{""x"": 434, ""y"": 303}"	04Potion_Kugkyung	01	"{""x"": 434, ""y"": 303}"	01	"{""x"": 423, ""y"": 274}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 423, ""y"": 274, ""score"": 1.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}, {""x"": 424, ""y"": 273, ""score"": 1.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}, {""x"": 424, ""y"": 275, ""score"": 1.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 425, ""y"": 274}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""145"", ""name"": ""04Potion_Kugkyung"", ""method"": ""A-精确(已在位)"", ""old"": ""01(434,303)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
146	05Book_Kugkyung	01	"{""x"": 445, ""y"": 319}"	05Book_Kugkyung	01	"{""x"": 445, ""y"": 319}"	01	"{""x"": 424, ""y"": 273}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 424, ""y"": 273, ""score"": 1.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}, {""x"": 424, ""y"": 275, ""score"": 1.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}, {""x"": 425, ""y"": 276, ""score"": 1.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 425, ""y"": 274}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""146"", ""name"": ""05Book_Kugkyung"", ""method"": ""A-精确(已在位)"", ""old"": ""01(445,319)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
147	06Inn_Kugkyung	01	"{""x"": 471, ""y"": 279}"	06Inn_Kugkyung	01	"{""x"": 471, ""y"": 279}"	01	"{""x"": 424, ""y"": 275}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 424, ""y"": 275, ""score"": 1.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}, {""x"": 425, ""y"": 276, ""score"": 1.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}, {""x"": 424, ""y"": 276, ""score"": 1.7, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 2}]"	walkable topology candidate; manual review required	"[{""x"": 425, ""y"": 274}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""147"", ""name"": ""06Inn_Kugkyung"", ""method"": ""A-精确(已在位)"", ""old"": ""01(471,279)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
148	07Grocery_Kugkyung	01	"{""x"": 433, ""y"": 282}"	07Grocery_Kugkyung	01	"{""x"": 433, ""y"": 282}"	01	"{""x"": 425, ""y"": 276}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 425, ""y"": 276, ""score"": 1.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}, {""x"": 425, ""y"": 277, ""score"": 1.7, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 2}, {""x"": 426, ""y"": 276, ""score"": 1.7, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 2}]"	walkable topology candidate; manual review required	"[{""x"": 425, ""y"": 274}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""148"", ""name"": ""07Grocery_Kugkyung"", ""method"": ""A-精确(已在位)"", ""old"": ""01(433,282)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
149	08Accessory_Kugkyung	01	"{""x"": 444, ""y"": 270}"	08Accessory_Kugkyung	01	"{""x"": 444, ""y"": 270}"	01	"{""x"": 427, ""y"": 275}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 427, ""y"": 275, ""score"": 1.7, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 2}, {""x"": 430, ""y"": 274, ""score"": 1.75, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 5}, {""x"": 422, ""y"": 274, ""score"": 2.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 425, ""y"": 274}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""149"", ""name"": ""08Accessory_Kugkyung"", ""method"": ""A-精确(已在位)"", ""old"": ""01(444,270)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
150	10Material_Kugkyung	01	"{""x"": 431, ""y"": 307}"	10Material_Kugkyung	01	"{""x"": 431, ""y"": 307}"	01	"{""x"": 422, ""y"": 274}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 422, ""y"": 274, ""score"": 2.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}, {""x"": 423, ""y"": 273, ""score"": 2.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}, {""x"": 423, ""y"": 275, ""score"": 2.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 425, ""y"": 274}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""150"", ""name"": ""10Material_Kugkyung"", ""method"": ""A-精确(已在位)"", ""old"": ""01(431,307)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
151	10ChestnutMarket_Kugkyung	01	"{""x"": 438, ""y"": 281}"	10ChestnutMarket_Kugkyung	01	"{""x"": 438, ""y"": 281}"	01	"{""x"": 250, ""y"": 450}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 250, ""y"": 450, ""score"": -7.8, ""anchor"": {""x"": 250, ""y"": 450}, ""separation"": 307}, {""x"": 350, ""y"": 450, ""score"": -7.8, ""anchor"": {""x"": 350, ""y"": 450}, ""separation"": 207}, {""x"": 150, ""y"": 350, ""score"": -7.8, ""anchor"": {""x"": 150, ""y"": 350}, ""separation"": 193}]"	walkable topology candidate; manual review required	"[{""x"": 459, ""y"": 261}, {""x"": 439, ""y"": 304}, {""x"": 50, ""y"": 150}, {""x"": 50, ""y"": 250}, {""x"": 150, ""y"": 150}, {""x"": 150, ""y"": 250}, {""x"": 150, ""y"": 350}, {""x"": 150, ""y"": 550}, {""x"": 250, ""y"": 50}, {""x"": 250, ""y"": 150}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 350}, {""x"": 250, ""y"": 450}, {""x"": 250, ""y"": 550}, {""x"": 350, ""y"": 50}, {""x"": 350, ""y"": 150}, {""x"": 350, ""y"": 450}, {""x"": 350, ""y"": 550}, {""x"": 450, ""y"": 50}, {""x"": 450, ""y"": 150}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""151"", ""name"": ""10ChestnutMarket_Kugkyung"", ""method"": ""A-精确(已在位)"", ""old"": ""01(438,281)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
152	13Move_Kugkyung1	01	"{""x"": 456, ""y"": 216}"	13Move_Kugkyung1	01	"{""x"": 456, ""y"": 216}"	01	"{""x"": 565, ""y"": 66}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-entrance-teleporter	"[""NPC/Entry/Region contains movement/entrance type"", ""town entrance, route gate, or teleport cluster""]"	"[{""x"": 565, ""y"": 66, ""score"": -7.8, ""anchor"": {""x"": 565, ""y"": 66}, ""separation"": 259}, {""x"": 566, ""y"": 67, ""score"": -7.8, ""anchor"": {""x"": 566, ""y"": 67}, ""separation"": 259}, {""x"": 564, ""y"": 67, ""score"": -7.8, ""anchor"": {""x"": 564, ""y"": 67}, ""separation"": 257}]"	walkable topology candidate; manual review required	"[{""x"": 447, ""y"": 246}, {""x"": 446, ""y"": 247}, {""x"": 564, ""y"": 69}, {""x"": 565, ""y"": 68}, {""x"": 566, ""y"": 67}, {""x"": 563, ""y"": 68}, {""x"": 564, ""y"": 67}, {""x"": 565, ""y"": 66}, {""x"": 86, ""y"": 405}, {""x"": 87, ""y"": 406}, {""x"": 88, ""y"": 407}, {""x"": 89, ""y"": 408}, {""x"": 90, ""y"": 409}, {""x"": 91, ""y"": 410}, {""x"": 92, ""y"": 411}, {""x"": 87, ""y"": 405}, {""x"": 88, ""y"": 406}, {""x"": 89, ""y"": 407}, {""x"": 90, ""y"": 408}, {""x"": 91, ""y"": 409}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""152"", ""name"": ""13Move_Kugkyung1"", ""method"": ""A-精确(已在位)"", ""old"": ""01(456,216)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
153	13Move_Kugkyung2	01	"{""x"": 411, ""y"": 287}"	13Move_Kugkyung2	01	"{""x"": 411, ""y"": 287}"	01	"{""x"": 86, ""y"": 405}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-entrance-teleporter	"[""NPC/Entry/Region contains movement/entrance type"", ""town entrance, route gate, or teleport cluster""]"	"[{""x"": 86, ""y"": 405, ""score"": -7.8, ""anchor"": {""x"": 86, ""y"": 405}, ""separation"": 209}, {""x"": 87, ""y"": 405, ""score"": -7.8, ""anchor"": {""x"": 87, ""y"": 405}, ""separation"": 208}, {""x"": 87, ""y"": 406, ""score"": -7.8, ""anchor"": {""x"": 87, ""y"": 406}, ""separation"": 207}]"	walkable topology candidate; manual review required	"[{""x"": 447, ""y"": 246}, {""x"": 446, ""y"": 247}, {""x"": 564, ""y"": 69}, {""x"": 565, ""y"": 68}, {""x"": 566, ""y"": 67}, {""x"": 563, ""y"": 68}, {""x"": 564, ""y"": 67}, {""x"": 565, ""y"": 66}, {""x"": 86, ""y"": 405}, {""x"": 87, ""y"": 406}, {""x"": 88, ""y"": 407}, {""x"": 89, ""y"": 408}, {""x"": 90, ""y"": 409}, {""x"": 91, ""y"": 410}, {""x"": 92, ""y"": 411}, {""x"": 87, ""y"": 405}, {""x"": 88, ""y"": 406}, {""x"": 89, ""y"": 407}, {""x"": 90, ""y"": 408}, {""x"": 91, ""y"": 409}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""153"", ""name"": ""13Move_Kugkyung2"", ""method"": ""A-精确(已在位)"", ""old"": ""01(411,287)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
154	13Move_Kugkyung3	01	"{""x"": 463, ""y"": 356}"	13Move_Kugkyung3	01	"{""x"": 463, ""y"": 356}"	01	"{""x"": 92, ""y"": 411}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-entrance-teleporter	"[""NPC/Entry/Region contains movement/entrance type"", ""town entrance, route gate, or teleport cluster""]"	"[{""x"": 92, ""y"": 411, ""score"": -7.8, ""anchor"": {""x"": 92, ""y"": 411}, ""separation"": 12}, {""x"": 93, ""y"": 411, ""score"": -6.8, ""anchor"": {""x"": 92, ""y"": 411}, ""separation"": 13}, {""x"": 91, ""y"": 410, ""score"": -6.5, ""anchor"": {""x"": 91, ""y"": 410}, ""separation"": 10}]"	walkable topology candidate; manual review required	"[{""x"": 447, ""y"": 246}, {""x"": 446, ""y"": 247}, {""x"": 564, ""y"": 69}, {""x"": 565, ""y"": 68}, {""x"": 566, ""y"": 67}, {""x"": 563, ""y"": 68}, {""x"": 564, ""y"": 67}, {""x"": 565, ""y"": 66}, {""x"": 86, ""y"": 405}, {""x"": 87, ""y"": 406}, {""x"": 88, ""y"": 407}, {""x"": 89, ""y"": 408}, {""x"": 90, ""y"": 409}, {""x"": 91, ""y"": 410}, {""x"": 92, ""y"": 411}, {""x"": 87, ""y"": 405}, {""x"": 88, ""y"": 406}, {""x"": 89, ""y"": 407}, {""x"": 90, ""y"": 408}, {""x"": 91, ""y"": 409}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""154"", ""name"": ""13Move_Kugkyung3"", ""method"": ""A-精确(已在位)"", ""old"": ""01(463,356)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
155	14Doctor_Kugkyung	01	"{""x"": 429, ""y"": 263}"	14Doctor_Kugkyung	01	"{""x"": 429, ""y"": 263}"	01	"{""x"": 250, ""y"": 250}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-service	"[""NPC/Entry/Region identifies quest/service role"", ""safe zone or task-area entrance""]"	"[{""x"": 250, ""y"": 250, ""score"": -7.8, ""anchor"": {""x"": 250, ""y"": 250}, ""separation"": 184}, {""x"": 350, ""y"": 150, ""score"": -7.8, ""anchor"": {""x"": 350, ""y"": 150}, ""separation"": 172}, {""x"": 150, ""y"": 350, ""score"": -7.8, ""anchor"": {""x"": 150, ""y"": 350}, ""separation"": 119}]"	walkable topology candidate; manual review required	"[{""x"": 459, ""y"": 261}, {""x"": 439, ""y"": 304}, {""x"": 50, ""y"": 150}, {""x"": 50, ""y"": 250}, {""x"": 150, ""y"": 150}, {""x"": 150, ""y"": 250}, {""x"": 150, ""y"": 350}, {""x"": 150, ""y"": 550}, {""x"": 250, ""y"": 50}, {""x"": 250, ""y"": 150}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 350}, {""x"": 250, ""y"": 450}, {""x"": 250, ""y"": 550}, {""x"": 350, ""y"": 50}, {""x"": 350, ""y"": 150}, {""x"": 350, ""y"": 450}, {""x"": 350, ""y"": 550}, {""x"": 450, ""y"": 50}, {""x"": 450, ""y"": 150}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""155"", ""name"": ""14Doctor_Kugkyung"", ""method"": ""A-精确(已在位)"", ""old"": ""01(429,263)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
156	14Quest_KugKyung1	01	"{""x"": 461, ""y"": 257}"	14Quest_KugKyung1	01	"{""x"": 461, ""y"": 257}"	01	"{""x"": 350, ""y"": 150}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-service	"[""NPC/Entry/Region identifies quest/service role"", ""safe zone or task-area entrance""]"	"[{""x"": 350, ""y"": 150, ""score"": -7.8, ""anchor"": {""x"": 350, ""y"": 150}, ""separation"": 172}, {""x"": 150, ""y"": 350, ""score"": -7.8, ""anchor"": {""x"": 150, ""y"": 350}, ""separation"": 119}, {""x"": 350, ""y"": 450, ""score"": -7.8, ""anchor"": {""x"": 350, ""y"": 450}, ""separation"": 100}]"	walkable topology candidate; manual review required	"[{""x"": 459, ""y"": 261}, {""x"": 439, ""y"": 304}, {""x"": 50, ""y"": 150}, {""x"": 50, ""y"": 250}, {""x"": 150, ""y"": 150}, {""x"": 150, ""y"": 250}, {""x"": 150, ""y"": 350}, {""x"": 150, ""y"": 550}, {""x"": 250, ""y"": 50}, {""x"": 250, ""y"": 150}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 350}, {""x"": 250, ""y"": 450}, {""x"": 250, ""y"": 550}, {""x"": 350, ""y"": 50}, {""x"": 350, ""y"": 150}, {""x"": 350, ""y"": 450}, {""x"": 350, ""y"": 550}, {""x"": 450, ""y"": 50}, {""x"": 450, ""y"": 150}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""156"", ""name"": ""14Quest_KugKyung1"", ""method"": ""A-精确(已在位)"", ""old"": ""01(461,257)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
157	14Quest_KugKyung2	01	"{""x"": 444, ""y"": 245}"	14Quest_KugKyung2	01	"{""x"": 444, ""y"": 245}"	01	"{""x"": 150, ""y"": 350}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-service	"[""NPC/Entry/Region identifies quest/service role"", ""safe zone or task-area entrance""]"	"[{""x"": 150, ""y"": 350, ""score"": -7.8, ""anchor"": {""x"": 150, ""y"": 350}, ""separation"": 119}, {""x"": 350, ""y"": 450, ""score"": -7.8, ""anchor"": {""x"": 350, ""y"": 450}, ""separation"": 100}, {""x"": 450, ""y"": 150, ""score"": -7.8, ""anchor"": {""x"": 450, ""y"": 150}, ""separation"": 72}]"	walkable topology candidate; manual review required	"[{""x"": 459, ""y"": 261}, {""x"": 439, ""y"": 304}, {""x"": 50, ""y"": 150}, {""x"": 50, ""y"": 250}, {""x"": 150, ""y"": 150}, {""x"": 150, ""y"": 250}, {""x"": 150, ""y"": 350}, {""x"": 150, ""y"": 550}, {""x"": 250, ""y"": 50}, {""x"": 250, ""y"": 150}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 350}, {""x"": 250, ""y"": 450}, {""x"": 250, ""y"": 550}, {""x"": 350, ""y"": 50}, {""x"": 350, ""y"": 150}, {""x"": 350, ""y"": 450}, {""x"": 350, ""y"": 550}, {""x"": 450, ""y"": 50}, {""x"": 450, ""y"": 150}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""157"", ""name"": ""14Quest_KugKyung2"", ""method"": ""A-精确(已在位)"", ""old"": ""01(444,245)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
158	14Quest_Kugkyung3	01	"{""x"": 476, ""y"": 284}"	14Quest_Kugkyung3	01	"{""x"": 476, ""y"": 284}"	01	"{""x"": 350, ""y"": 450}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-service	"[""NPC/Entry/Region identifies quest/service role"", ""safe zone or task-area entrance""]"	"[{""x"": 350, ""y"": 450, ""score"": -7.8, ""anchor"": {""x"": 350, ""y"": 450}, ""separation"": 100}, {""x"": 450, ""y"": 150, ""score"": -7.8, ""anchor"": {""x"": 450, ""y"": 150}, ""separation"": 72}, {""x"": 350, ""y"": 449, ""score"": -6.8, ""anchor"": {""x"": 350, ""y"": 450}, ""separation"": 101}]"	walkable topology candidate; manual review required	"[{""x"": 459, ""y"": 261}, {""x"": 439, ""y"": 304}, {""x"": 50, ""y"": 150}, {""x"": 50, ""y"": 250}, {""x"": 150, ""y"": 150}, {""x"": 150, ""y"": 250}, {""x"": 150, ""y"": 350}, {""x"": 150, ""y"": 550}, {""x"": 250, ""y"": 50}, {""x"": 250, ""y"": 150}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 350}, {""x"": 250, ""y"": 450}, {""x"": 250, ""y"": 550}, {""x"": 350, ""y"": 50}, {""x"": 350, ""y"": 150}, {""x"": 350, ""y"": 450}, {""x"": 350, ""y"": 550}, {""x"": 450, ""y"": 50}, {""x"": 450, ""y"": 150}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""158"", ""name"": ""14Quest_Kugkyung3"", ""method"": ""A-精确(已在位)"", ""old"": ""01(476,284)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
159	14Quest_KugKyung	01_001	"{""x"": 17, ""y"": 16}"	14Quest_KugKyung	01_001	"{""x"": 17, ""y"": 16}"	01_001	"{""x"": 16, ""y"": 16}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-service	"[""NPC/Entry/Region identifies quest/service role"", ""safe zone or task-area entrance""]"	"[{""x"": 16, ""y"": 16, ""score"": 0.35, ""anchor"": {""x"": 17, ""y"": 16}, ""separation"": 1}, {""x"": 17, ""y"": 15, ""score"": 0.35, ""anchor"": {""x"": 17, ""y"": 16}, ""separation"": 1}, {""x"": 17, ""y"": 17, ""score"": 0.35, ""anchor"": {""x"": 17, ""y"": 16}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 17, ""y"": 16}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""159"", ""name"": ""14Quest_KugKyung"", ""method"": ""A-精确(已在位)"", ""old"": ""01_001(17,16)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
160	15Magic_Kugkyung1	01	"{""x"": 456, ""y"": 302}"	15Magic_Kugkyung1	01	"{""x"": 456, ""y"": 302}"	01	"{""x"": 450, ""y"": 150}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 450, ""y"": 150, ""score"": -7.8, ""anchor"": {""x"": 450, ""y"": 150}, ""separation"": 72}, {""x"": 449, ""y"": 150, ""score"": -6.8, ""anchor"": {""x"": 450, ""y"": 150}, ""separation"": 73}, {""x"": 450, ""y"": 149, ""score"": -6.8, ""anchor"": {""x"": 450, ""y"": 150}, ""separation"": 73}]"	walkable topology candidate; manual review required	"[{""x"": 459, ""y"": 261}, {""x"": 439, ""y"": 304}, {""x"": 50, ""y"": 150}, {""x"": 50, ""y"": 250}, {""x"": 150, ""y"": 150}, {""x"": 150, ""y"": 250}, {""x"": 150, ""y"": 350}, {""x"": 150, ""y"": 550}, {""x"": 250, ""y"": 50}, {""x"": 250, ""y"": 150}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 350}, {""x"": 250, ""y"": 450}, {""x"": 250, ""y"": 550}, {""x"": 350, ""y"": 50}, {""x"": 350, ""y"": 150}, {""x"": 350, ""y"": 450}, {""x"": 350, ""y"": 550}, {""x"": 450, ""y"": 50}, {""x"": 450, ""y"": 150}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""160"", ""name"": ""15Magic_Kugkyung1"", ""method"": ""A-精确(已在位)"", ""old"": ""01(456,302)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
161	15Magic_KugKyung	01_003	"{""x"": 5, ""y"": 8}"	15Magic_KugKyung	01_003	"{""x"": 5, ""y"": 8}"	01_003	"{""x"": 3, ""y"": 10}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 3, ""y"": 10, ""score"": 0.35, ""anchor"": {""x"": 4, ""y"": 10}, ""separation"": 1}, {""x"": 4, ""y"": 9, ""score"": 0.35, ""anchor"": {""x"": 4, ""y"": 10}, ""separation"": 1}, {""x"": 5, ""y"": 9, ""score"": 0.35, ""anchor"": {""x"": 5, ""y"": 8}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 5, ""y"": 8}, {""x"": 4, ""y"": 10}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""161"", ""name"": ""15Magic_KugKyung"", ""method"": ""A-精确(已在位)"", ""old"": ""01_003(5,8)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
